date,city,product,category,units_sold,festival,festival_boost,season,weather_boost,is_weekend,stockout,stockout_risk_pct
2022-01-05,Lucknow,Moisturizer,Skincare,109,None,1.0,Winter,1.6,0,0,92
2022-01-05,Lucknow,Face Serum,Skincare,44,None,1.0,Winter,1.3,0,0,86
2022-01-05,Lucknow,Foundation,Makeup,44,None,1.0,Winter,1.0,0,0,63
2022-01-05,Jaipur,Lipstick,Makeup,69,None,1.0,Winter,1.2,0,0,74
2022-01-05,Jaipur,Sunscreen SPF50,Skincare,23,None,1.0,Winter,0.6,0,0,37
2022-01-05,Jaipur,Moisturizer,Skincare,138,None,1.0,Winter,1.6,0,1,100
2022-01-05,Jaipur,Face Serum,Skincare,45,None,1.0,Winter,1.3,0,0,83
2022-01-05,Jaipur,Foundation,Makeup,47,None,1.0,Winter,1.0,0,0,64
2022-01-05,Chandigarh,Lipstick,Makeup,76,None,1.0,Winter,1.2,0,0,79
2022-01-05,Chandigarh,Sunscreen SPF50,Skincare,23,None,1.0,Winter,0.6,0,0,36
2022-01-05,Chandigarh,Moisturizer,Skincare,162,None,1.0,Winter,1.9,0,1,100
2022-01-05,Chandigarh,Face Serum,Skincare,47,None,1.0,Winter,1.3,0,0,83
2022-01-05,Chandigarh,Foundation,Makeup,52,None,1.0,Winter,1.0,0,0,68
2022-01-05,Coimbatore,Lipstick,Makeup,67,None,1.0,Mild Winter,1.2,0,0,78
2022-01-05,Coimbatore,Sunscreen SPF50,Skincare,46,None,1.0,Mild Winter,1.1,0,0,81
2022-01-05,Coimbatore,Moisturizer,Skincare,125,None,1.0,Mild Winter,1.6,0,1,100
2022-01-05,Coimbatore,Face Serum,Skincare,42,None,1.0,Mild Winter,1.3,0,0,84
2022-01-05,Coimbatore,Foundation,Makeup,42,None,1.0,Mild Winter,1.0,0,0,62
2022-01-06,Bhopal,Lipstick,Makeup,53,None,1.0,Winter,1.2,0,0,71
2022-01-06,Bhopal,Sunscreen SPF50,Skincare,18,None,1.0,Winter,0.6,0,0,36
2022-01-06,Bhopal,Moisturizer,Skincare,117,None,1.0,Winter,1.6,0,1,100
2022-01-06,Bhopal,Face Serum,Skincare,38,None,1.0,Winter,1.3,0,0,88
2022-01-06,Bhopal,Foundation,Makeup,37,None,1.0,Winter,1.0,0,0,63
2022-01-06,Lucknow,Lipstick,Makeup,74,None,1.0,Winter,1.2,0,0,84
2022-01-06,Lucknow,Sunscreen SPF50,Skincare,19,None,1.0,Winter,0.6,0,0,32
2022-01-06,Lucknow,Moisturizer,Skincare,115,None,1.0,Winter,1.6,0,0,97
2022-01-06,Lucknow,Face Serum,Skincare,42,None,1.0,Winter,1.3,0,0,82
2022-01-06,Lucknow,Foundation,Makeup,37,None,1.0,Winter,1.0,0,0,53
2022-01-06,Jaipur,Lipstick,Makeup,80,None,1.0,Winter,1.2,0,0,86
2022-01-06,Jaipur,Sunscreen SPF50,Skincare,26,None,1.0,Winter,0.6,0,0,42
2022-01-06,Jaipur,Moisturizer,Skincare,126,None,1.0,Winter,1.6,0,1,100
2022-01-06,Jaipur,Face Serum,Skincare,46,None,1.0,Winter,1.3,0,0,85
2022-01-06,Jaipur,Foundation,Makeup,47,None,1.0,Winter,1.0,0,0,64
2022-01-06,Chandigarh,Lipstick,Makeup,82,None,1.0,Winter,1.2,0,0,85
2022-01-06,Chandigarh,Sunscreen SPF50,Skincare,27,None,1.0,Winter,0.6,0,0,42
2022-01-06,Chandigarh,Moisturizer,Skincare,161,None,1.0,Winter,1.9,0,1,100
2022-01-06,Chandigarh,Face Serum,Skincare,56,None,1.0,Winter,1.3,0,0,99
2022-01-06,Chandigarh,Foundation,Makeup,46,None,1.0,Winter,1.0,0,0,60
2022-01-06,Coimbatore,Lipstick,Makeup,65,None,1.0,Mild Winter,1.2,0,0,76
2022-01-06,Coimbatore,Sunscreen SPF50,Skincare,42,None,1.0,Mild Winter,1.1,0,0,74
2022-01-06,Coimbatore,Moisturizer,Skincare,123,None,1.0,Mild Winter,1.6,0,1,100
2022-01-06,Coimbatore,Face Serum,Skincare,44,None,1.0,Mild Winter,1.3,0,0,88
2022-01-06,Coimbatore,Foundation,Makeup,44,None,1.0,Mild Winter,1.0,0,0,65
2022-01-07,Bhopal,Lipstick,Makeup,62,None,1.0,Winter,1.2,0,0,83
2022-01-07,Bhopal,Sunscreen SPF50,Skincare,21,None,1.0,Winter,0.6,0,0,42
2022-01-07,Bhopal,Moisturizer,Skincare,111,None,1.0,Winter,1.6,0,1,100
2022-01-07,Bhopal,Face Serum,Skincare,37,None,1.0,Winter,1.3,0,0,85
2022-01-07,Bhopal,Foundation,Makeup,41,None,1.0,Winter,1.0,0,0,70
2022-01-07,Lucknow,Lipstick,Makeup,65,None,1.0,Winter,1.2,0,0,74
2022-01-07,Lucknow,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,0,0,43
2022-01-07,Lucknow,Moisturizer,Skincare,127,None,1.0,Winter,1.6,0,1,100
2022-01-07,Lucknow,Face Serum,Skincare,45,None,1.0,Winter,1.3,0,0,88
2022-01-07,Lucknow,Foundation,Makeup,40,None,1.0,Winter,1.0,0,0,58
2022-01-07,Jaipur,Lipstick,Makeup,65,None,1.0,Winter,1.2,0,0,70
2022-01-07,Jaipur,Sunscreen SPF50,Skincare,22,None,1.0,Winter,0.6,0,0,35
2022-01-07,Jaipur,Moisturizer,Skincare,143,None,1.0,Winter,1.6,0,1,100
2022-01-07,Jaipur,Face Serum,Skincare,44,None,1.0,Winter,1.3,0,0,81
2022-01-07,Jaipur,Foundation,Makeup,45,None,1.0,Winter,1.0,0,0,61
2022-01-07,Chandigarh,Lipstick,Makeup,76,None,1.0,Winter,1.2,0,0,79
2022-01-07,Chandigarh,Sunscreen SPF50,Skincare,21,None,1.0,Winter,0.6,0,0,33
2022-01-07,Chandigarh,Moisturizer,Skincare,191,None,1.0,Winter,1.9,0,1,100
2022-01-07,Chandigarh,Face Serum,Skincare,53,None,1.0,Winter,1.3,0,0,94
2022-01-07,Chandigarh,Foundation,Makeup,49,None,1.0,Winter,1.0,0,0,64
2022-01-07,Coimbatore,Lipstick,Makeup,65,None,1.0,Mild Winter,1.2,0,0,76
2022-01-07,Coimbatore,Sunscreen SPF50,Skincare,42,None,1.0,Mild Winter,1.1,0,0,74
2022-01-07,Coimbatore,Moisturizer,Skincare,123,None,1.0,Mild Winter,1.6,0,1,100
2022-01-07,Coimbatore,Face Serum,Skincare,43,None,1.0,Mild Winter,1.3,0,0,86
2022-01-07,Coimbatore,Foundation,Makeup,43,None,1.0,Mild Winter,1.0,0,0,63
2022-01-08,Bhopal,Lipstick,Makeup,65,None,1.0,Winter,1.2,1,0,87
2022-01-08,Bhopal,Sunscreen SPF50,Skincare,23,None,1.0,Winter,0.6,1,0,46
2022-01-08,Bhopal,Moisturizer,Skincare,108,None,1.0,Winter,1.6,1,1,100
2022-01-08,Bhopal,Face Serum,Skincare,38,None,1.0,Winter,1.3,1,0,88
2022-01-08,Bhopal,Foundation,Makeup,45,None,1.0,Winter,1.0,1,0,76
2022-01-08,Lucknow,Lipstick,Makeup,74,None,1.0,Winter,1.2,1,0,84
2022-01-08,Lucknow,Sunscreen SPF50,Skincare,26,None,1.0,Winter,0.6,1,0,44
2022-01-08,Lucknow,Moisturizer,Skincare,124,None,1.0,Winter,1.6,1,1,100
2022-01-08,Lucknow,Face Serum,Skincare,45,None,1.0,Winter,1.3,1,0,88
2022-01-08,Lucknow,Foundation,Makeup,49,None,1.0,Winter,1.0,1,0,71
2022-01-08,Jaipur,Lipstick,Makeup,77,None,1.0,Winter,1.2,1,0,83
2022-01-08,Jaipur,Sunscreen SPF50,Skincare,29,None,1.0,Winter,0.6,1,0,47
2022-01-08,Jaipur,Moisturizer,Skincare,140,None,1.0,Winter,1.6,1,1,100
2022-01-08,Jaipur,Face Serum,Skincare,49,None,1.0,Winter,1.3,1,0,90
2022-01-08,Jaipur,Foundation,Makeup,51,None,1.0,Winter,1.0,1,0,69
2022-01-08,Chandigarh,Lipstick,Makeup,80,None,1.0,Winter,1.2,1,0,83
2022-01-08,Chandigarh,Sunscreen SPF50,Skincare,31,None,1.0,Winter,0.6,1,0,48
2022-01-08,Chandigarh,Moisturizer,Skincare,168,None,1.0,Winter,1.9,1,1,100
2022-01-08,Chandigarh,Face Serum,Skincare,57,None,1.0,Winter,1.3,1,1,100
2022-01-08,Chandigarh,Foundation,Makeup,58,None,1.0,Winter,1.0,1,0,76
2022-01-08,Coimbatore,Lipstick,Makeup,67,None,1.0,Mild Winter,1.2,1,0,78
2022-01-08,Coimbatore,Sunscreen SPF50,Skincare,41,None,1.0,Mild Winter,1.1,1,0,72
2022-01-08,Coimbatore,Moisturizer,Skincare,146,None,1.0,Mild Winter,1.6,1,1,100
2022-01-08,Coimbatore,Face Serum,Skincare,42,None,1.0,Mild Winter,1.3,1,0,84
2022-01-08,Coimbatore,Foundation,Makeup,41,None,1.0,Mild Winter,1.0,1,0,61
2022-01-09,Bhopal,Lipstick,Makeup,67,None,1.0,Winter,1.2,1,0,90
2022-01-09,Bhopal,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,1,0,50
2022-01-09,Bhopal,Moisturizer,Skincare,109,None,1.0,Winter,1.6,1,1,100
2022-01-09,Bhopal,Face Serum,Skincare,40,None,1.0,Winter,1.3,1,0,92
2022-01-09,Bhopal,Foundation,Makeup,41,None,1.0,Winter,1.0,1,0,70
2022-01-09,Lucknow,Lipstick,Makeup,78,None,1.0,Winter,1.2,1,0,89
2022-01-09,Lucknow,Sunscreen SPF50,Skincare,28,None,1.0,Winter,0.6,1,0,48
2022-01-09,Lucknow,Moisturizer,Skincare,102,None,1.0,Winter,1.6,1,0,86
2022-01-09,Lucknow,Face Serum,Skincare,48,None,1.0,Winter,1.3,1,0,94
2022-01-09,Lucknow,Foundation,Makeup,46,None,1.0,Winter,1.0,1,0,66
2022-01-09,Jaipur,Lipstick,Makeup,84,None,1.0,Winter,1.2,1,0,90
2022-01-09,Jaipur,Sunscreen SPF50,Skincare,26,None,1.0,Winter,0.6,1,0,42
2022-01-09,Jaipur,Moisturizer,Skincare,141,None,1.0,Winter,1.6,1,1,100
2022-01-09,Jaipur,Face Serum,Skincare,48,None,1.0,Winter,1.3,1,0,88
2022-01-09,Jaipur,Foundation,Makeup,50,None,1.0,Winter,1.0,1,0,68
2022-01-09,Chandigarh,Lipstick,Makeup,74,None,1.0,Winter,1.2,1,0,77
2022-01-09,Chandigarh,Sunscreen SPF50,Skincare,27,None,1.0,Winter,0.6,1,0,42
2022-01-09,Chandigarh,Moisturizer,Skincare,164,None,1.0,Winter,1.9,1,1,100
2022-01-09,Chandigarh,Face Serum,Skincare,49,None,1.0,Winter,1.3,1,0,87
2022-01-09,Chandigarh,Foundation,Makeup,61,None,1.0,Winter,1.0,1,0,80
2022-01-09,Coimbatore,Lipstick,Makeup,71,None,1.0,Mild Winter,1.2,1,0,83
2022-01-09,Coimbatore,Sunscreen SPF50,Skincare,46,None,1.0,Mild Winter,1.1,1,0,81
2022-01-09,Coimbatore,Moisturizer,Skincare,119,None,1.0,Mild Winter,1.6,1,1,100
2022-01-09,Coimbatore,Face Serum,Skincare,42,None,1.0,Mild Winter,1.3,1,0,84
2022-01-09,Coimbatore,Foundation,Makeup,46,None,1.0,Mild Winter,1.0,1,0,68
2022-01-10,Bhopal,Lipstick,Makeup,59,None,1.0,Winter,1.2,0,0,79
2022-01-10,Bhopal,Sunscreen SPF50,Skincare,19,None,1.0,Winter,0.6,0,0,38
2022-01-10,Bhopal,Moisturizer,Skincare,98,None,1.0,Winter,1.6,0,0,97
2022-01-10,Bhopal,Face Serum,Skincare,37,None,1.0,Winter,1.3,0,0,85
2022-01-10,Bhopal,Foundation,Makeup,36,None,1.0,Winter,1.0,0,0,61
2022-01-10,Lucknow,Lipstick,Makeup,65,None,1.0,Winter,1.2,0,0,74
2022-01-10,Lucknow,Sunscreen SPF50,Skincare,21,None,1.0,Winter,0.6,0,0,36
2022-01-10,Lucknow,Moisturizer,Skincare,118,None,1.0,Winter,1.6,0,0,99
2022-01-10,Lucknow,Face Serum,Skincare,41,None,1.0,Winter,1.3,0,0,80
2022-01-10,Lucknow,Foundation,Makeup,42,None,1.0,Winter,1.0,0,0,60
2022-01-10,Jaipur,Lipstick,Makeup,74,None,1.0,Winter,1.2,0,0,80
2022-01-10,Jaipur,Sunscreen SPF50,Skincare,23,None,1.0,Winter,0.6,0,0,37
2022-01-10,Jaipur,Moisturizer,Skincare,133,None,1.0,Winter,1.6,0,1,100
2022-01-10,Jaipur,Face Serum,Skincare,50,None,1.0,Winter,1.3,0,0,92
2022-01-10,Jaipur,Foundation,Makeup,51,None,1.0,Winter,1.0,0,0,69
2022-01-10,Chandigarh,Lipstick,Makeup,65,None,1.0,Winter,1.2,0,0,67
2022-01-10,Chandigarh,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,0,0,39
2022-01-10,Chandigarh,Moisturizer,Skincare,152,None,1.0,Winter,1.9,0,1,100
2022-01-10,Chandigarh,Face Serum,Skincare,47,None,1.0,Winter,1.3,0,0,83
2022-01-10,Chandigarh,Foundation,Makeup,53,None,1.0,Winter,1.0,0,0,69
2022-01-10,Coimbatore,Lipstick,Makeup,68,None,1.0,Mild Winter,1.2,0,0,79
2022-01-10,Coimbatore,Sunscreen SPF50,Skincare,40,None,1.0,Mild Winter,1.1,0,0,70
2022-01-10,Coimbatore,Moisturizer,Skincare,118,None,1.0,Mild Winter,1.6,0,1,100
2022-01-10,Coimbatore,Face Serum,Skincare,42,None,1.0,Mild Winter,1.3,0,0,84
2022-01-10,Coimbatore,Foundation,Makeup,39,None,1.0,Mild Winter,1.0,0,0,58
2022-01-11,Bhopal,Lipstick,Makeup,57,None,1.0,Winter,1.2,0,0,77
2022-01-11,Bhopal,Sunscreen SPF50,Skincare,21,None,1.0,Winter,0.6,0,0,42
2022-01-11,Bhopal,Moisturizer,Skincare,99,None,1.0,Winter,1.6,0,0,98
2022-01-11,Bhopal,Face Serum,Skincare,36,None,1.0,Winter,1.3,0,0,83
2022-01-11,Bhopal,Foundation,Makeup,41,None,1.0,Winter,1.0,0,0,70
2022-01-11,Lucknow,Lipstick,Makeup,77,None,1.0,Winter,1.2,0,0,88
2022-01-11,Lucknow,Sunscreen SPF50,Skincare,19,None,1.0,Winter,0.6,0,0,32
2022-01-11,Lucknow,Moisturizer,Skincare,120,None,1.0,Winter,1.6,0,1,100
2022-01-11,Lucknow,Face Serum,Skincare,40,None,1.0,Winter,1.3,0,0,78
2022-01-11,Lucknow,Foundation,Makeup,43,None,1.0,Winter,1.0,0,0,62
2022-01-11,Jaipur,Lipstick,Makeup,79,None,1.0,Winter,1.2,0,0,85
2022-01-11,Jaipur,Sunscreen SPF50,Skincare,24,None,1.0,Winter,0.6,0,0,39
2022-01-11,Jaipur,Moisturizer,Skincare,129,None,1.0,Winter,1.6,0,1,100
2022-01-11,Jaipur,Face Serum,Skincare,43,None,1.0,Winter,1.3,0,0,79
2022-01-11,Jaipur,Foundation,Makeup,52,None,1.0,Winter,1.0,0,0,71
2022-01-11,Chandigarh,Lipstick,Makeup,72,None,1.0,Winter,1.2,0,0,74
2022-01-11,Chandigarh,Sunscreen SPF50,Skincare,25,None,1.0,Winter,0.6,0,0,39
2022-01-11,Chandigarh,Moisturizer,Skincare,165,None,1.0,Winter,1.9,0,1,100
2022-01-11,Chandigarh,Face Serum,Skincare,46,None,1.0,Winter,1.3,0,0,82
2022-01-11,Chandigarh,Foundation,Makeup,50,None,1.0,Winter,1.0,0,0,65
2022-01-11,Coimbatore,Lipstick,Makeup,65,None,1.0,Mild Winter,1.2,0,0,76
2022-01-11,Coimbatore,Sunscreen SPF50,Skincare,40,None,1.0,Mild Winter,1.1,0,0,70
2022-01-11,Coimbatore,Moisturizer,Skincare,109,None,1.0,Mild Winter,1.6,0,0,94
2022-01-11,Coimbatore,Face Serum,Skincare,41,None,1.0,Mild Winter,1.3,0,0,82
2022-01-11,Coimbatore,Foundation,Makeup,51,None,1.0,Mild Winter,1.0,0,0,75
2022-01-12,Bhopal,Lipstick,Makeup,56,None,1.0,Winter,1.2,0,0,75
2022-01-12,Bhopal,Sunscreen SPF50,Skincare,19,None,1.0,Winter,0.6,0,0,38
2022-01-12,Bhopal,Moisturizer,Skincare,105,None,1.0,Winter,1.6,0,1,100
2022-01-12,Bhopal,Face Serum,Skincare,37,None,1.0,Winter,1.3,0,0,85
2022-01-12,Bhopal,Foundation,Makeup,35,None,1.0,Winter,1.0,0,0,59
2022-01-12,Lucknow,Lipstick,Makeup,65,None,1.0,Winter,1.2,0,0,74
2022-01-12,Lucknow,Sunscreen SPF50,Skincare,21,None,1.0,Winter,0.6,0,0,36
2022-01-12,Lucknow,Moisturizer,Skincare,122,None,1.0,Winter,1.6,0,1,100
2022-01-12,Lucknow,Face Serum,Skincare,38,None,1.0,Winter,1.3,0,0,74
2022-01-12,Lucknow,Foundation,Makeup,46,None,1.0,Winter,1.0,0,0,66
